Company Name,Description,Address,Telephone Number,Fax Number,Telex Number,Website,Email Address,Category
Sales Circle Limited,"Regional representative of Advanced Marine Coatings, Norway. We deliver high-end solvent-free environmental friendly marine coatings.","Unit 301, 3/F,
Hung To Centre,
94-96 How Ming Street,
Kwun Tong,
Hong Kong.",(852) 3152-7091,(852) 2807-1502,,http://www.salescircle.com.hk,info@salescircle.com.hk, Paints & Coatings
San Lian Shipping Co Ltd,"Port agent, cargo broker, as China agent to issue Angola CNCA Loading Certificate and Democratic Republic of Congo Feri Certificate.","11/F,
Ngan House,
206-210 Des Voeux Rd. Central,
Sheung Wan,
Hong Kong.",(852) 2545-0885,(852) 2542-0731,67260 SLSHP HX,,sanlian@biznetvigator.com, Local Shipping Agents
"San Tai Distribution Co, Ltd","[Godowns & Warehouses]
Provides warehousing facilities for general cargoes and dutiable cargoes with area more than 123,000 square feet.Haulage,Freight Forwarding, Value Added & Logistics Services 
[Freight Forwarders/Logistics]
Sea & air freight; LCL & NVOCC; packaging & crating: break-bulk; on-forwarding & distribution; customs clearance & brokerage handling; warehousing; insurance.","[Godowns & Warehouses]
7-13/F, & 20/F
Allied Cargo Centre,
150-160 Texaco Rd,
Tsuen Wan,
New Territories,
Hong Kong.
[Freight Forwarders/Logistics]
8/F,
Allied Cargo Centre,
150-160 Texaco Rd,
Tsuen Wan,
New Territories,
Hong Kong. ",(852) 2408-0282,"(852) 2408-0362
(852) 2408-0319",,http://www.santai.com.hk,std@santai.com.hk," Freight Forwarders/Logistics, Godowns & Warehouses"
Scandic Cargo Survey Co.,Cargo Survey,"Flat 9, 35/F,
Kam Dat House,
Kam Ying House,
Ma On Shan,
Shatin, N.T.,
Hong Kong.",(852) 9331-2390,,,,avis.cheung@mail.com, Surveyors
Schulte Marine Concept( Hk) Ltd.,Project Management;Shipbuilding supervision;Plan Approvals;pre-Contract services; Design Consultancy;Yard assessments.,"2602,
K Wah Centre,
191 Java Road,
North Point,
Hong Kong.",(852) 2597-1345,(852) 2561-8803,,http://www.schultemarineconcept.com,management@schultemarineconcept.com, Maritime Consultancy
SCMO,"Advisory firm specialized in logistics, transportation, and supply chain management with 36 offices in 25 countries.","Suite 806, 8/F,
Capitol Centre,
5-19 Jardine's Bazaar,
Causeway Bay,
Hong Kong.",(852) 2866-3139 ,(852) 2866-2290 ,,http://www.scmo.net,info@scmo.net, Maritime Consultancy
Sea Hub Trading (HK) Ltd,A Singapore base bunker supplier and act as a bunker trader in Hong Kong,"Room 1803, 18/F.,
Allied Kajima Bldg.,
138 Gloucester Road,
Wan Chai,
Hong Kong.",(852) 2511-1366,(852) 2511-1383,,http://www.seahubenergy.com,operations@hk.sea-hub.com, Bunkers
Sea Trader International Ltd.,"Worldwide bunker supplier, specialist in Russia, Hong Kong and Asian Ports. Lubrication oil distributor for Shell and Castrol.
","Room 1702, 17th Floor,
Chinachem Century Tower,
178 Gloucester Road,
Wan Chai,
Hong Kong.",(852) 2838-6797 ,(852) 2838-6170,,http://www.seatraderhk.com,bunkers@seatrader.hk , Bunkers
SeaSafe Marine Ltd,"Authorised service, repair & load testing of lifeboats, davits and deck equipment. Sales of genuine spares, new and used lifeboats.","12/F, 
Warwick House East,
Taikoo Place,
979 King's Road,
Quarry Bay,
Hong Kong.",(852) 2876-8888 ,(852) 2876-1888 ,,http://www.seasafemarine.com,ssm.general@seasafemarine.com, Marine Suppliers (Equipment)
Seascope Insurance Services (Hong Kong) Limited,"International Insurance Brokerage specialized in all type of marine insurance including hull, P&I and cargo and liability insurance.","2201,
World Trade Centre,
280 Gloucester Road,
Causeway Bay,
Hong Kong. ",(852) 2283-0822 ,(852) 2890-1616,,http://www.seains.com.hk/,Ace.Hong@seains.com.hk, Maritime Insurance 
SEAsia (China) Limited,"SEAsia provides a claims and dedicated correspondent service for P&I Club clients and also H&M, Transport Liability Underwriters.","1906, 
The Broadway,
54-62 Lockhart Road,
Wan Chai,
Hong Kong.",(852) 2331-8817,(852) 3020-0151,,http://www.seasia-group.com,"hongkong@seasia-group.com 
operations@seasia-group.com", Maritime Consultancy
Seatrade Communications,Publishers of Seatrade magazine and Seatrade Cruise review magazine and leading maritime event organizers globally. ,"Level 18,
Wheelock House,
20 Pedder Street,
Central,
Hong Kong.",(852) 2293-2268,(852) 2293-2344,,http://www.seatrade-global.com,mainak.halder@seatradehkg.com, Shipping Publications
Seven Seas Oil (Hong Kong) Limited,"Physical bunkering supplier in Hong Kong, Singapore and Port Tanjung Pelepas.","Unit E, 19/F,
Neich Tower,
128 Gloucester Road,
Wan Chai,
Hong Kong",(852) 2838-1991,(852) 2838-2663,,,bunkers@seven-seas.hk, Bunkers
SGS Hong Kong Limited,"World's leading inspection,verification,testing and certification company. Tailor-made hygiene monitored solution (Audit, Microbiological Testing) to cruise line industry.","1/F,
On Wui Centre,
25 Lok Yip Road,
Fanling, N.T.,
Hong Kong",(852) 2765-3524,(852) 2363-0212,,http://www.sgsgroup.com.hk/food,HK.Food.Service@sgs.com, Others
Shanghai Dragon (Logistics) Ltd,Forwarding business between HK/China/Intra Asia.,"7/F,
Shiu Fung Hong Building,
239-241 Wing Lok Street,
Sheung Wan,
Hong Kong. ",(852) 2736-8678,(852) 2736-8211,,http://www.shadragon.com,rickyho@shadragon.com, Freight Forwarders/Logistics
Shipair Express (HK) Ltd.,"Provide airfreight, seafreight and logistics services with 13 branches in China. We specialized in handling hanging garment and dangerous goods. ","Unit 1504-7,
Telford House,
16 Wang Hoi Road,
Kowloon Bay,
Kowloon,
Hong Kong. ",(852) 2303-0723,(852) 2774-3305,,http://www.shipair.com.hk,shipair@shipair.com.hk, Freight Forwarders/Logistics
Shiu On Loong Co. Ltd.,"Bonded, cabin, deck, engine & provision stores. Specialise in Philippine & European food. ","Unit 03, 2/F.,
Profit Industrial Building,
1-15 Kwai Fung Crescent,
Kwai Chung, 
New Territories,
Hong Kong.",(852) 2544-5791,(852) 2544-0139 ,,,sol@solhk.com , Marine Suppliers (General Stores)
Shui Nam Navigation (HK) Ltd.,We provide regular container feeder service to Guangzhou and Pearl River Delta ports as well as H.K. barge operation in public cargo working area. ,"6/F., 
Tern Centre, Tower 1,
237 Queen's Road,
Central,
Hong Kong.",(852) 2815-1812 ,(852) 2542-2349,,http://www.shuinam.com.hk/,kennethchan@shuinam.com.hk, Local Shipping Agents
Shun Hing Global Services Limited,"[Freight Forwarders/Logistics] Marine Logistics, Warehousing, Freight Forwarding, Local Trucking and Delivery, Spare Parts Expedition.
[Marine Suppliers (General Stores)] Provide Provision & Bond Store (Specialized in European, Indian and Filippino food), Deck/Engine/Cabin Stores, provide one-stop marine supplies and logistics services.
[Marine Suppliers (Equipment)] Provide Technical Supplies to vessel including Steel and welding equipments, Marine Electronics, and safety equipment, Motors, Valves, Bellows, etc. Also provide technical services. ","Rm 6, 9/F,
Favor Industrial Center,
2-6 Kin Hong Street,
Kwai Chung, 
New Territories,
Hong Kong.","(852) 3563-8850
(852) 9768-9273",(852) 3563-8815,,http://www.shglobal.com.hk,sales@shglobal.com.hk," Freight Forwarders/Logistics, Marine Suppliers (General Stores), Marine Suppliers (Equipment)"
Shun Tak - China Travel Ship Management Ltd,High-speed ferry service connecting HK and Macau and other PRD ports with air-sea inter-modal service linking major airports in region.,"83 Hing Wah St West,
Lai Chi Kok,
Kowloon,
Hong Kong.",(852) 2307-0880,(852) 2307-5083,,http://www.turbojet.com.hk,enquiry@turbojet.com.hk, Passenger Ferry Services
Shuttle Cargo Int'l (HK) Ltd.,"Shuttle Cargo is a freight forwarder who is providing a comprehensive range of services both of sea & air freight, shpt ex Hong Kong/China to worldwide. ","Unit A, 4/F,
Skyline Tower,
18 Tong Mi Road,
Mongkok,
Kowloon,
Hong Kong.",(852) 2815-8286 ,(852) 2545-6879 ,,http://www.shuttlecargo.com.hk,info@shuttlecargo.com, Freight Forwarders/Logistics
Sindh Transport Co.,"Contract Trucking Service, Local Trucking, Warehousing Solutions, Third Party Distribution, Dedicated Contract Hire, Container Haulage, Pick and Pack Operations.","Unit C2, 10/F, 
Mirador Mansion, 
54-64 Nathan Road,
Tsim Sha Tsui,
Kowloon, 
Hong Kong. ",(852) 2723-0761,(852) 2367-5035,,http://www.sindhtrans.com,nomanali@hotmail.co.uk, Freight Forwarders/Logistics
Singapore Petroleum Company (Hong Kong) Ltd.,"Bunker trader in Taiwan, HK, China, Singapore, Fujairah, and other Asian ports","1205, 
Central Plaza,  
18 Harbour Road,
Wan Chai,
Hong Kong. ",(852) 3678-2296 ,(852) 2511-0867 ,,http://www.petrochinaintl.com.hk/en/our-business/marine-fuel,marine@spc-hk.com.hk, Bunkers
Sino Marine Survey Service Co.,"Draft Survey,On & Off Hire Survey, Bunkering Survey,Containers Inspection and Cargo Damaged Survey.","Unit 04, 21/F.,
Workingberg Comm Bldg.,
41-47 Mable Road,
North Point,
Hong Kong.",(852) 2384-9736,(852) 2815-0267,,http://sino-marine.com.hk,callsino@yahoo.com.hk, Surveyors
Sinotrans (HK) Shipping Limited ,"We are the exclusive agent of Sinotrans Container Lines. Co. Ltd., specializing in liner agency and cargo services in HK.","Unit F & G, 20/F.,
MG Tower,
133 Hoi Bun Road,
Kwun Tong,
Kowloon,
Hong Kong.",(852) 2859-9733,(852) 3905-8867,,http://www.sinotrans-logistics.com/,edward@sinotrans-logistics.com , Shipping Companies
"Skaarup Management (H.K.) Co, Ltd",Ship management agency,"Room 1209, 12/F,
Hong Kong Plaza,
188 Connaught Road West,
Hong Kong.",(852) 2805-1482,(852) 2543-6852,,http://www.skaarup.com,skmhk@netvigator.com, Ship Management
SKH Shipping Limited,"shipping agent, NVOCC agent, port agent and have own office in China main ports","Room 501, 5/F,
Tung Hip Comm. Bldg.,
244-252, 
Des Voeux Road Central,
Hong Kong.",(852) 2369-7226 ,(852) 2367-6356,,http://www.skhhkg.com.hk,info.hk@skhhkg.com.hk, Shipping Companies
"Sky Air (International) Co., Ltd.","Air, Ocean, Sea-Air, DDP, DDU, Warehousing, On Board Courier, Bio-pharmaceutical Goods, Trade Shows, Wine Handling","Flat A&C 10/F.,
King Yip Factory Building,
59 King Yip Street,
Kwun Tong, 
Kowloon,
Hong Kong.",(852) 2994-6217,(852) 3426-9156,,http://www.skyairhkg.com,info@skyairhkg.com, Freight Forwarders/Logistics
Sky International,"Marine Safety Equipment and Servicing, Dinghy Sales and Equipment, Sailing Clothing and Gear. Blocks, Cleats, Safety, Rope and more.","Rm 703, 7/F,
Henan Building,
90 Jaffe Road,
Wanchai,
Hong Kong.",(852) 2827-5876,"(852) 2827-7120
",,http://www.sky-international.com,web@sky-international.com," Marine Suppliers (General Stores), Marine Suppliers (Equipment)"
Smart Chem Limited,"Supply of industrial lubricants, greases and environmental cleaning chemicals","Rm 607,
Yen Sheng Centre,
64 Hoi Yuen Road,
Kwun Tong,
Kowloon,
Hong Kong.",(852) 2165-4137,"(852) 3020-9590
",,http://www.smartchemltd.com,info@smartchemltd.com, Others
Smyth & Co in association with RPC,"International law firm advising on all aspects of shipping law including charterparty, P&I, cargo, collisions, salvage, intermodal, disputes and arbitration.","11/F.,
Three Exchange Square,
8 Connaught Place,
Central,
Hong Kong.",(852) 2216-7000,(852) 2216-7001,,http://www.rpc.co.uk,andrew.horton@rpc.com.hk, Maritime Law Firms
Soaring Dragon Enterprise Ltd,"Marine bunker dealer supplying fuel diesel and gas oil and transportation between local area, Guandong coastal and Macau. ","Rm 1208,
Central Plaza,
18 Harbour Road,
Wan Chai,
Hong Kong",(852) 2519-3882,(852) 2511-3130,,http://www.soaringdragon.com.hk,business@soaringdragon.com.hk, Bunkers
South China Shipyard,"Designing, building, selling and chartering ships and provides complete marine services to both local and overseas ship owners. ","18/F,
Centre Mark II,
305-313 Queen's Road Central,
Hong Kong.",(852) 2541-1282 ,(852) 2545-4540,,http://www.southchinashipyard.com,ship@southchinashipyard.com, Shipyards/Ship Repairers
"South China Towing Co., Ltd.","Harbour, Coastal & Deep-sea towage, Salvage support service. Marine Consultant. Ship Managers & ship Agent. ","Room 3204-6,
32/F Singga Com. Centre,
148 Connaught Road W.,
Sai Ying Pun,
Hong Kong.",(852) 2548-5205 ,(852) 2858-2641,,http://www.southchinatugs.com,sctugs@southchinatowing.com.hk, Towage & Salvage
South Horizons International Petroleum Limited,Physical Bunker Supplier based in Hong Kong,"Suite 816, 8/F.,
One Island South,
2 Heung Yip Road,
Wong Chuk Hang,
Hong Kong.",(852) 2832-9010,(852) 2832-9007,,http://www.ship.com.hk,hkbunkers@ship.com.hk, Bunkers
SpecTec Asia Pacific East Limited,"AMOS operation and control of all Technical and Documentation aspects (Maintenance, Spare parts and Stock control, Purchasing and Procurement).","Flat 19B, 19/F,
Greatmany Centre,
111 Queen's Road East,
Wan Chai,
Hong Kong.",(852) 2802-7862,(852) 2802-7889,,http://www.spectec.net/,Ben.fan@spectec.net, Maritime Consultancy
SpeedCast Limited,"SpeedCast is a leading satellite communications service provider in Asia. Our SeaCast ensures real-time, broadband, always-on, flat-fee connectivity at sea with worldwide coverage. ","9th Floor, 
Phase II,
China Taiping Tower,
8 Sunning Road,
Causeway Bay,
Hong Kong.",(852) 3919-6800,(852) 3919-6880,,http://www.speedcast.com,seacast@speedcast.com, Maritime Telecommunications
Spice Store Limited,"Supply of Indian, Pakistani and European provision products","Unit 3-5, 25/F,
Arion Commercial Center,
2-12 Queen's Road West,
Sheung Wan,
Hong Kong.",(852) 2944-2336,(852) 2854-0484,,http://www.spicestore.hk,adeel@spicestore.hk, Marine Suppliers (General Stores)
Standard Marine & Cargo Survey (Asia) Limited,"Marine & air cargo survey, quality control, sworn measurer & weigher, valuation, loss assessor, container inspection, pre-shipment inspection. ","Suite 1210, 
Block II,
Golden Industrial Bldg.,
16 - 26 Kwai Tak Street,
Kwai Fong,
New Territories,
Hong Kong. ",(852) 3145-0555,(852) 3145-0450,,http://www.standard-cargosurvey.com,surveyor@standardmarine.corp.com.hk, Surveyors
Star Way Bunkers Limited,"A one-stop shipping services provider with bunker services, tugboat services, lubricant services and supplementary services.","Unit 3527, 35/F, 
Central Plaza,
18 Harbour Road,
Wanchai,
Hong Kong. ",(852) 2866-7201,(852) 2866-7301,,http://www.starwaybunkers.hk,bunkers@starwaybunkers.hk, Bunkers
Stephenson Harwood,"Specialists in all aspects of wet and dry shipping law, ship registration and ship finance law.","18/F, 
United Centre,
95 Queensway,
Hong Kong.",(852) 2868-0789,(852) 2868-1504,,http://www.shlegal.com,andrew.rigdengreen@shlegal.com, Maritime Law Firms
Storm Force Marine Ltd,"OceanSafety ISO and SOLAS Lifejackets, EPIRB, SART, Victron Energy Battery chargers, Side-Power.","1901, 
Dominion Centre,
43-59 Queen's Road East,
Wan Chai,
Hong Kong.",(852) 2866-0114 ,(852) 2866-9260 ,,http://www.stormforcemarine.com,sales@stormforcemarine.com, Marine Suppliers (Equipment)
Sui Jun International Ltd,"Freight Forwarding, Road Transport & Fleet Management,China Domestic Distribution and Warehousing","Unit 808, 8/F, 
Tower B,
Manulife Financial Centre,
223-231 Wai Yip Street,
Kwun Tong,
Kowloon,
Hong Kong.",(852) 2544-3963,(852) 2544-3692,,http://www.suijun.com,carmenliu@suijun.com, Freight Forwarders/Logistics
Sun Crown Shipping Ltd.,"Local agent, protecting agency in Chinese ports, ship & cargo brokers, crew management, stevedoring and ZhuJiang Delta transhipment cargoes handling.","Unit B, 15th Floor,
Amtel Building,
148 Des Voeux Rd,
Central,
Hong Kong.",(852) 2545-4128,(852) 2854-1933,,,scshiphk@netvigator.com, Local Shipping Agents
Sun Lord Co. Ltd.,"[Shipping Companies] Ship agency at both Hong Kong and China, professional ship agents.
[Local Shipping Agents] We have been acting as local agent in Hong Kong since 1976 and also handle protective agency in Chinese ports. ","Room 1905-7,
Wayson Comm Bldg,
28 Connaught Rd West,
Hong Kong.","[Shipping Companies]
(852) 2548-2661
(852) 2548-2709
(852) 2548-2814
[Local Shipping Agents]
(852) 2548-2661","[Shipping Companies]
(852) 2858-1708
(852) 2858-7173
[Local Shipping Agents]
(852) 2858-1708 ",83824 LORDS HX,,all@sunlord.com.hk," Local Shipping Agents, Shipping Companies"
Sun Mobility Insurance and Claims Services Limited,"Logistics, Transport and Forwarder Liability insurance consultants with solid transport background, offering expert insurance solutions, claims handling and loss prevention.","23/F, Excel Centre,
483A Castle Peak Road,
Lai Chi Kok,
Kowloon,
Hong Kong.",(852) 2299 5566 ,(852) 2866-7096 ,,http://www.sun-mobility.com,gm@smicsl.com, Maritime Insurance 
Sunitex Petrochemical (Far East) Co. Ltd.,"[Shipyards/Ship Repairers] An agent of Klinger Jointing Sheets Suppling:
- Klingersil jointing sheets.
- Gland packings.
- Klinger Piston & Ballostar valves & Gauge glass.
[Marine Suppliers (General Stores)] Supplying:
- Klingersil Jointing sheets, gland packing, Klinger valves & Sight glass, Sorbents.","Room 709, 7/F.,
Harbour Crystal Centre,
100 Granville Road,
Tsim Sha Tsui East,
Kowloon,
Hong Kong.",(852) 2311-3300,(852) 2312-2638,,http://www.sunitex.com.hk,sunitex@netvigator.com," Marine Suppliers (General Stores), Shipyards/Ship Repairers"
Supernova Logistics (Hong Kong) Limited,"We are providing Sea Freight, Air Freight, Domestic Transport, Customs Clearance, Warehousing & Distribution services, International express, China Courier, Hand Carry. ","Unit 3, 6/F., 
Ricky Centre,
36 Chong Yip Street,
Kwun Tong, Kowloon,
Hong Kong.",(852) 2765-8741,(852) 3113-9622,,http://www.supernova-logistics.com,nova@supernova-logistics.com," Freight Forwarders/Logistics, Local Shipping Agents"
Suz Air & Sea Freight (HK) Limited,Air & sea freight forwarding & logistics services covering China & worldwide with office in Seoul,"Flat J, 9/F, 
Kwai Shun Industrial Centre,
51-63 Container Port Road,
Kwai Chung, 
New Territories,
Hong Kong.",(852) 3590-6885,(852) 3590-6181,,http://www.suzair.com.hk,suzair@suzair.com.hk, Freight Forwarders/Logistics
SY & L International Limited,"Sea / Air Freight, Warehousing, Logistics","1603B, 16/F., 
Park Building,
476 Castle Peak Road,
Kowloon,
Hong Kong. ",(852) 3727-5700,(852) 3727-5799,,http://www.sylhk.com,s_ho@sylhk.com, Freight Forwarders/Logistics
Sygnus Marine (HK) Ltd.,"Worldwide inspection, repair and drydocking consultancy services for Shipowners, Managers etc.","22/H, Tower 23A,
South Horizons, 
Ap Lei Chau, Aberdeen,
Hong Kong.",(852) 9316-9971,,,http://www.sygnusmarine.hk,admin@sygnusmarine.hk, Maritime Consultancy
Tai Chong Cheang Steamship Co. (H.K.) Limited,Ship Management and Agency. ,"Rm 4411, 44/F, 
Cosco Tower,
183 Queen's Rd,
Central,
Hong Kong.",(852) 2522-5171,(852) 2845-9307,62081 TCSHP HX,http://www.tccfleet.com,, Shipping Companies
Tai Wah Sea & Land Heavy Transportation Ltd,"Floating-crane, barging, trucking, tug boat ; specialize in heavy-lift and project cargo, loading/ discharging heavy cargo for ocean vessels, salvage.","15/F,
48 Man Fai Bldg,
Ferry Point,
Kowloon,
Hong Kong.",(852) 2388-7578,(852) 2780-6812,,http://www.taiwahhk.com,taiwah@taiwahhk.com," Freight Forwarders/Logistics, Mid-Stream Operators, Towage & Salvage"
Taiship Development Ltd.,"Shipping Agents, ship-broking.","10/F,
9 Des Voeux Rd West,
Hong Kong.",(852) 2850-6206,(852) 2850-6195,,http://www.taiship.com,tship@taiship.com, Shipping Companies
Tak Wing Shipping Company (H K & Macau),Full logistics solutions between Macau and Hong Kong,"Unit A 1/F, 
98 Catchick Street,
Hong Kong.",(852) 2818-8060,(852) 2855-0164,,http://www.macaushipping.com,rickho@macaushipping.com, Shipping Companies
Target Storage Limited,"We offer the best mini self storage to residential and business customers with facilities that are convenient, flexible and secure.","Units 6-10 & 14-16, 6th Floor, Block B,
Veristrong Industrial Centre,
34-36 Au Pui Wan Street,
Fo Tan,
Hong Kong. ",(852) 2690 9833 ,(852) 2690 9818 ,,http://www.targetstorage.com.hk,info@targetstorage.com.hk, Godowns & Warehouses
TCWong Average Consulting Ltd.,Expert in law and practice of General Average and Marine Insurance providing claims consultancy and adjusting services to international markets,"Office B, 9/F,
Sai Wan Ho Plaza, 
68 Shau Kei Wan Road,
Hong Kong.",(852) 3996-9876,,,,raymond.wong@averageadj.com, Maritime Consultancy
Team Well Logistics Ltd,Team Well is a Hong Kong base freight forwarding company which is specific for logistics solution in international trade.,"Rm605B, 6/F,
Join-In Hang Sing Centre,
2-16 Kwai Fung Crescent,
Kwai Chung,
New Territories,
Hong Kong.",(852) 3998-4055,(852) 3988-4056,,http://www.twlog.com.hk,info@twlog.com.hk, Freight Forwarders/Logistics
Techcom Security Technology Limited,"Supplier of inflatable boats & RIB, Night-vision and Thermal Imageing devices, Body armour and ballistic protection solution for boats","E52, 8/F, Block E, 
Wah Lok Industrial Centre, 
31-41 Shan Mei Street,
Fo Tan,
New Territories,
Hong Kong.",(852) 2186-7300,(852) 2186-7303,,http://www.techcomsecurity.com,sales@techcomsecurity.com, Marine Suppliers (Equipment)
Tecway (China) Ltd.,"Provide sales and service of Valves,Thruster, Fresh Water Generator, Hydraulic oil purifier, Incinerator, Sewage treatment plant, Sun Shield,Lighting System.  ","Flat 1, 7/F, 
Shatin Galleria, 
18-24 Shan Mei Street,
Fo Tan, Sha Tin,
New Territories,
Hong Kong.",(852) 3153-4121,(852) 2548-3318,,http://www.tecwayintl.com/en/ptc.html,infotwc@tecwayintl.com , Marine Suppliers (General Stores)
Telemar Hong Kong Ltd,"Complete range of communication solutions with competitive airtime packages. Worldwide service network, supplying, installation and repairing of Nav/Com equipment.","Unit 906, 9/F, 
Premier Centre, 
20 Cheung Shun Street,
Kowloon,
Hong Kong.",(852) 2370-0350,(852) 2370-3325,,http://www.telemarhk.com,service@telemarhk.com, Marine Suppliers (Equipment)
The China Navigation Co Pte Ltd.,"Shipowners , charterers, liner shipping operator and ship manager.","Room 1801, 18/F,
Chinachem Exchange Square,
1 Hoi Wan St.,
Quarry Bay,
Hong Kong.",(852) 2840-8863,(852) 2946-8480,,http://www.swirecnco.com,enquiry@swirecuco.com, Shipping Companies
The Hong Kong Shippers' Council,"The Hong Kong Shippers' Council is composed of 15 trade associations in Hong Kong, representing manufacturers, importers, exporters, and shipping and transportation.","Room 603,
9 Chong Yip Street,
Kwun Tong,
Kowloon,
Hong Kong.",(852) 2211-2323,(852) 2891-9787,,http://www.hkshippers.org.hk,shippers@hkshippers.org.hk, Trade/Shipping Organizations
The Hong Kong Shipyard Ltd,"Specializes in shipbuilding, maintenance & repairs, with 24-hour emergency services. Provides marine, mechanical, electrical, electronic, structural-steel engineering & ship-design.","98 Tam Kon Shan Rd,
TYTL 102,
Ngau Kok Wan,
North Tsing Yi,
New Territories,
Hong Kong.",(852) 2436-1138,(852) 2436-2011,,http://www.hkf.com,hksyd@hkf.com, Shipyards/Ship Repairers
The Hui's Group (HK) Limited,"Frozen fruit which maintain the same vitamins, flavor and texture as fresh fruit once thawed.","Flat A, 12/F,
Hing Yip Factory Building,
31 Hing Yip Street,
Kwun Tong,
Kowloon,
Hong Kong.",(852) 6319-1882,,,,admin@hui.no, Marine Suppliers (General Stores)
Thrift Logistics Limited,"We are your trusted partner in business, and your first point of call for all your logistics and distribution needs. ","Flat D, 10/F,
Phase 1,
Kingsway Industrial Building,
167-175 Wo Yi Hop Road,
Kwai Chung, 
New Territories,
Hong Kong.",(852) 2377-3577,(852) 2377-3588,,http://www.thriftlogistics.com,yoyo@thriftlogistics.com, Freight Forwarders/Logistics
Toplis & Harding (Marine) Ltd,"Surveyors of marine hull & cargo losses, specialist marine consultants & Arbitration on claims & recoveries covering worldwide.","Suite 1105, 11/F.,
AXA Tower, 
Landmark East,
100 How Ming Street,
Kwun Tong,
Kowloon,
Hong Kong. ",(852) 2866-7744,(852) 2858-2633,,http://toplishongkong.blogspot.com,general@toplishk.com, Surveyors
Tradewinds All Freight (HK) Ltd.,"Cargo Exp./Imp., trucking, etc... ","G/F,
Hay Nien Bldg.,
1 Tai Yip Street,
Kwun Tong,
Kowloon,
Hong Kong.",(852) 2754-2020,"(852) 2799-5799
(852) 2751-6604",,http://www.tradewinds.com.hk,tafhkg@tradewinds.com.hk, Freight Forwarders/Logistics
Trans Marine Supply Company,Supplying general Ship stores/ Provisions/ Boned Stores,"Flat C-D, 8/F, 
Kwong Ga Factory Building, 
64 Victoria Road,
Kennedy Town,
Hong Kong",(852) 2872-0980,(852) 2817-8997 ,,,transmar@netvigator.com, Marine Suppliers (General Stores)
Transcon Shipping Co Ltd,We are provide Sea & Air Freight Service fm South China to Asia & North America market of LCL & FCL shipment . ,"Rm 901,
Westley Square,
48 Hoi Yuen Road,
Kwun Tong,
Kowloon,
Hong Kong.",(852) 2364-2118,(852) 2954-0290,,http://www.TransconShipping.com,hkg@transcon.com.hk, Freight Forwarders/Logistics
Transfit Shipping Limited,"Established since 1987, we provide One Stop Logistics services covering Hong Kong, China & Worldwide","Unit 909, 9/F., Tower 2,
Cheung Sha Wan Plaza,
833 Cheung Sha Wan Road,
Kowloon,
Hong Kong.",(852) 2805-1889,(852)2805-1900,,http://www.transfit.com.hk,good@transfit.com.hk, Freight Forwarders/Logistics
Transma Ltd,"We, Transma Ltd. represent shipyards all around the world for ship repairing and shipbuilding.","7/F,
167-169 Hennessy Rd,
Wan Chai,
Hong Kong.",(852) 2861-1623,(852) 2861-3901,,,transma@transma.com.hk, Shipyards/Ship Repairers
Trendy Trade China Limited,"Procurement agent providing sourcing, purchasing and logistics services. Specialized in Furniture Fixtures and Equipment (FF&E).","Unit 806, 
Star House, 
No. 3 Salisbury Road, 
Tsim Sha Tsui,
Kowloon, 
Hong Kong.",(852) 3468-3758,,,http://www.trendytradegroup.com/china/en,contact@trendytradegroup.com, Trade/Shipping Organizations
Tricor Global Logistics Limited,"Tricor team concern about customers, communication, cost, control, conduct and competitiveness therefore we are professionals to care of FMCG cargoes","Unit 8B, 
No.109 How Ming Street,
Kwun Tong,
East Kowloon,
Hong Kong.
",(852) 3489-3330 ,(852) 3998-3413,,http://www.tricor-global.com,hongkong@tricorlogistics.com, Freight Forwarders/Logistics
Triple Eagle (Group) Ltd,"sea, air freight & warehouse","33/F, 
EGL Tower, 
Hung To Road 83,
Kwun Tong,
Kowloon,
Hong Kong.
","(852) 2770-3132
",(852) 2780-7209,,http://www.triple-eagle.com,support@mdd.triple-eagle.com, Freight Forwarders/Logistics
Troutman Sanders,"Our marine, transport and logistics team provides different types of legal services for shipowners, freight forwarders, insurance companies, banks etc.","34th Floor,
Two Exchange Square,
8 Connaught Place, 
Central,
Hong Kong.",(852) 2533-7822,(852) 3009-3408,,http://www.troutmansanders.com,ronald.sum@troutmansanders.com, Maritime Law Firms
Tsui & Co.,Charterparty and bill of lading disputes; arrest and release of vessels; personal injury and crew claims; shipbuilding disputes; international trade.,"Rooms 1301-02,
13th Floor, Shanghai 
Industrial Investment Building,
48-62 Hennessy Road, 
Wan Chai,
Hong Kong.",(852) 2111-2180,(852) 3100-0125,,http://www.tsuico.net,sam.tsui@tsuico.com, Maritime Law Firms
Tsui Wah Ferry Services (HK) Ltd.,"Contract/ short-term boat charter service, passenger ferry service and licenced ferry service to Tung Ping Chau, Tap Mun, etc","Unit 6, 12/F.,
Boss Comm. Centre,
28 Ferry Street,
Kowloon,
Hong Kong.
",(852) 2272-2022 ,(852) 2528-3320 ,,http://www.traway.com.hk,info@traway.com.hk , Passenger Ferry Services
Ungert Line Limited,"We provide comprehensive warehousing services for temperature controlled, food & beverage and general cargoes","Unit 2206,
Wu Chung House,
213 Queen's Road East,
Wan Chai,
Hong Kong.",(852) 5804-9046,(852) 2892-2263,,http://www.ull.hk,info@ull.hk, Godowns & Warehouses
